Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,Yes,2,Not Graduate,No,92482,44837,134,360,1,Urban,Y
Male,No,1,Graduate,No,75916,3796,82,240,1,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,97003,21238,102,360,1,Rural,Y
Female,Yes,1,Graduate,No,89028,42817,89,360,1,Rural,Y
Female,Yes,3,Graduate,No,91195,432,306,360,1,Urban,Y
Female,Yes,0,Graduate,No,27509,43326,167,300,1,Urban,Y
Female,Yes,1,Graduate,No,43938,2827,115,360,1,Semiurban,Y
Male,No,0,Graduate,No,79717,6642,338,360,0,Semiurban,N
Female,No,0,Graduate,No,75133,2794,162,360,1,Rural,Y
Male,Yes,1,Graduate,No,71437,39094,85,240,1,Urban,Y
Male,Yes,3,Graduate,No,91365,6311,140,300,1,Urban,Y
Male,Yes,2,Not Graduate,No,12157,58783,270,360,1,Urban,Y
Female,Yes,2,Not Graduate,No,89207,52731,344,180,1,Semiurban,Y
Male,No,0,Graduate,No,45791,3096,52,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,65588,23741,104,240,1,Urban,Y
Female,Yes,1,Not Graduate,No,38698,27081,332,360,1,Urban,Y
Female,Yes,0,Graduate,No,108440,9048,110,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,92481,45682,76,240,0,Urban,N
Male,No,1,Graduate,Yes,46483,3633,239,180,1,Urban,Y
Female,Yes,1,Graduate,No,113398,53754,139,360,1,Urban,Y
Female,Yes,2,Graduate,No,92634,11107,68,300,1,Rural,Y
Male,No,2,Graduate,No,88818,3281,315,120,1,Rural,Y
Female,No,1,Graduate,No,118891,4530,165,360,1,Rural,Y
Male,Yes,1,Graduate,Yes,50568,22280,109,360,0,Rural,N
Female,Yes,3,Graduate,No,111283,22260,284,360,0,Rural,N
Female,Yes,0,Graduate,No,100724,45952,167,360,1,Urban,Y
Male,No,0,Graduate,No,110145,13452,225,180,0,Semiurban,N
Female,Yes,1,Graduate,No,36925,32702,152,240,1,Urban,Y
Male,Yes,0,Graduate,No,25983,7856,90,360,1,Semiurban,Y
Male,No,1,Graduate,No,87303,14233,190,300,0,Rural,N
Female,Yes,2,Graduate,No,67466,31347,326,120,1,Rural,Y
Male,Yes,0,Graduate,No,13103,774,157,300,1,Urban,Y
Female,Yes,0,Graduate,No,56970,23981,144,300,1,Semiurban,Y
Female,Yes,1,Graduate,No,87483,44958,167,360,1,Rural,Y
Female,No,0,Not Graduate,No,73995,13200,54,240,1,Rural,Y
Female,No,0,Graduate,No,64219,1621,133,180,0,Semiurban,N
Male,Yes,0,Graduate,No,118170,16889,226,120,1,Rural,Y
Male,Yes,1,Graduate,No,49304,23272,216,360,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,33964,41981,222,300,1,Semiurban,Y
Male,Yes,0,Graduate,No,105117,17529,252,240,1,Rural,Y
Female,No,1,Graduate,No,15027,2048,170,360,0,Semiurban,N
Male,Yes,1,Graduate,No,74021,35942,77,120,1,Rural,Y
Male,Yes,1,Graduate,No,63097,20274,167,240,1,Semiurban,Y
Male,Yes,0,Graduate,No,54624,56638,293,300,0,Rural,N
Female,Yes,3,Graduate,No,71840,41356,338,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,66028,17026,129,300,1,Rural,Y
Male,Yes,1,Graduate,No,111021,31265,203,120,1,Urban,Y
Male,No,1,Graduate,No,69292,6467,177,240,1,Urban,Y
Female,Yes,0,Graduate,No,116852,59634,189,240,1,Rural,Y
Female,Yes,0,Graduate,Yes,71682,40483,281,240,1,Urban,Y
Male,Yes,3,Graduate,No,48977,17641,114,360,1,Urban,Y
Male,Yes,0,Graduate,No,77325,24339,287,360,1,Urban,Y
Male,Yes,2,Graduate,No,37191,58700,178,360,0,Urban,Y
Male,Yes,3,Graduate,No,38106,30201,98,360,0,Semiurban,N
Female,No,0,Graduate,No,84034,8534,112,240,1,Urban,Y
Male,No,0,Graduate,No,54534,246,135,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,90146,10157,240,360,1,Semiurban,Y
Female,No,3,Graduate,Yes,96485,2521,324,360,1,Urban,Y
Female,No,1,Graduate,No,58945,11868,118,240,1,Semiurban,Y
Female,Yes,1,Graduate,No,54425,47998,289,240,0,Rural,N
Male,Yes,0,Graduate,No,60118,29758,50,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,20302,43141,325,360,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,80576,43181,84,120,0,Urban,N
Male,Yes,1,Graduate,No,62934,43117,300,360,1,Urban,Y
Female,Yes,2,Graduate,No,97950,32204,90,300,1,Urban,Y
Female,No,2,Graduate,No,81339,666,86,360,1,Urban,Y
Male,Yes,0,Graduate,No,98098,16302,341,360,1,Semiurban,Y
Female,No,2,Graduate,No,104084,10899,268,360,1,Urban,Y
Female,Yes,2,Graduate,No,58179,59145,211,360,0,Rural,N
Female,No,1,Graduate,No,85812,8939,159,300,1,Semiurban,Y
Female,No,1,Graduate,No,49287,9760,58,360,0,Urban,N
Female,No,0,Graduate,No,102402,13473,191,480,1,Semiurban,Y
Male,Yes,1,Graduate,No,88304,16374,169,240,1,Semiurban,Y
Male,No,2,Not Graduate,No,102386,11515,345,360,1,Semiurban,Y
Male,No,1,Graduate,Yes,113043,5478,228,360,1,Rural,Y
Male,No,0,Graduate,No,13498,10385,245,180,1,Urban,Y
Male,Yes,2,Graduate,No,63495,29203,344,360,1,Urban,Y
Female,Yes,0,Graduate,No,83847,26161,184,180,1,Rural,Y
Male,No,1,Graduate,No,86885,3212,337,360,1,Urban,Y
Male,Yes,1,Graduate,No,26749,44023,261,300,1,Urban,Y
Male,No,0,Graduate,No,117224,7245,124,300,0,Urban,Y
Female,Yes,2,Graduate,No,43856,40698,125,360,0,Urban,Y
Male,Yes,1,Graduate,No,39770,13356,329,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,81048,2849,180,240,1,Rural,Y
Female,Yes,2,Graduate,No,47561,43449,234,360,1,Rural,Y
Female,Yes,1,Not Graduate,Yes,53347,31762,322,180,1,Rural,Y
Male,Yes,3,Graduate,No,109568,10289,59,300,1,Semiurban,Y
Male,No,3,Graduate,Yes,45774,14396,248,360,0,Urban,N
Female,Yes,0,Graduate,Yes,107668,25048,316,480,1,Semiurban,Y
Male,Yes,1,Graduate,No,91346,21580,279,360,1,Urban,Y
Male,No,0,Graduate,No,29727,7046,124,360,1,Urban,Y
Male,Yes,3,Graduate,No,31073,47649,65,360,0,Semiurban,Y
Female,Yes,2,Not Graduate,No,108775,17943,127,360,1,Urban,Y
Female,Yes,1,Graduate,No,15418,23544,90,360,1,Semiurban,Y
Female,No,1,Not Graduate,No,30024,2683,148,240,1,Rural,Y
Female,No,0,Graduate,No,38812,1083,140,480,0,Rural,N
Female,Yes,3,Not Graduate,No,113740,2741,244,360,1,Rural,Y
Male,Yes,1,Not Graduate,Yes,44207,33993,325,300,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,49475,30234,135,300,1,Urban,Y
Male,Yes,1,Graduate,No,35562,51034,349,480,1,Urban,Y
Female,Yes,0,Graduate,No,38467,57838,282,180,1,Semiurban,Y
Male,No,0,Graduate,No,59571,1397,318,360,1,Rural,Y
Male,Yes,1,Not Graduate,No,86120,57101,126,240,1,Rural,Y
Male,Yes,0,Not Graduate,No,94110,11842,110,360,0,Urban,N
Female,Yes,1,Graduate,No,91689,57848,302,240,1,Semiurban,Y
Female,Yes,1,Graduate,No,48452,40616,335,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,91073,19558,219,480,1,Semiurban,Y
Male,Yes,0,Graduate,No,87010,51596,337,240,1,Semiurban,Y
Male,Yes,0,Graduate,No,20869,49705,268,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,103203,13700,79,180,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,49642,27987,212,240,1,Semiurban,Y
Male,Yes,1,Graduate,No,117903,11790,169,360,0,Urban,Y
Male,Yes,2,Graduate,No,92649,27173,261,120,1,Rural,Y
Male,Yes,0,Graduate,No,52340,19679,309,360,1,Urban,Y
Female,Yes,2,Graduate,Yes,35020,12715,219,360,0,Semiurban,N
Female,No,1,Graduate,No,82381,14678,221,300,0,Rural,N
Male,No,0,Graduate,No,82239,306,156,360,1,Rural,Y
Female,Yes,0,Not Graduate,No,61183,41059,323,360,1,Urban,Y
Male,No,2,Graduate,No,16145,4448,261,180,0,Urban,N
Female,Yes,0,Graduate,No,113946,13244,97,300,1,Semiurban,Y
Male,Yes,3,Graduate,No,113650,21452,123,360,1,Rural,Y
Male,Yes,0,Graduate,No,27182,269,209,480,1,Semiurban,Y
Male,Yes,3,Graduate,No,109721,20478,61,360,1,Rural,Y
Female,Yes,0,Graduate,No,99965,7710,189,180,1,Urban,Y
Male,Yes,1,Graduate,Yes,104321,52691,195,360,1,Urban,Y
Female,Yes,0,Graduate,No,18613,6942,246,180,1,Urban,Y
Female,Yes,0,Not Graduate,No,99932,53038,323,180,0,Rural,N
Male,Yes,2,Graduate,Yes,52683,44857,288,300,0,Urban,N
Female,No,1,Graduate,No,115386,14103,216,300,1,Semiurban,Y
Female,Yes,2,Graduate,No,87324,8348,310,180,0,Rural,N
Female,Yes,0,Graduate,No,89402,27095,172,360,1,Rural,Y
Female,Yes,0,Graduate,No,69062,37172,225,360,1,Semiurban,Y
Male,No,2,Not Graduate,Yes,90128,7584,216,360,0,Urban,N
Female,Yes,0,Not Graduate,No,61664,21457,303,360,1,Urban,Y
Male,No,3,Graduate,Yes,31231,10827,126,300,1,Semiurban,Y
Female,Yes,2,Graduate,No,101071,19958,272,360,0,Rural,N
Male,Yes,1,Not Graduate,No,20180,24197,331,480,1,Semiurban,Y
Female,Yes,0,Graduate,No,89353,25838,212,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,59223,55047,263,240,0,Semiurban,N
Male,Yes,1,Graduate,No,98235,28621,119,180,1,Semiurban,Y
Female,No,2,Not Graduate,No,71558,8346,267,360,1,Urban,Y
Male,Yes,0,Graduate,No,105340,32881,187,300,1,Urban,Y
Male,Yes,2,Graduate,No,102504,5247,122,360,1,Rural,Y
Female,Yes,0,Not Graduate,Yes,73925,41331,89,360,1,Semiurban,Y
Male,No,1,Graduate,No,73503,9403,219,300,0,Rural,N
Female,Yes,2,Graduate,No,114894,36943,183,180,1,Urban,Y
Male,Yes,0,Graduate,Yes,75538,5407,114,360,0,Urban,N
Male,Yes,0,Graduate,No,91144,11443,127,360,1,Urban,Y
Male,Yes,2,Not Graduate,No,23062,9507,128,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,108254,55170,226,180,1,Rural,Y
Male,Yes,1,Graduate,No,110622,34899,169,300,1,Semiurban,Y
Male,Yes,1,Graduate,No,62070,44465,211,480,1,Urban,Y
Female,No,1,Not Graduate,No,55904,4429,186,360,1,Semiurban,Y
Female,No,2,Graduate,No,37549,8518,222,360,0,Urban,N
Male,Yes,2,Graduate,Yes,25619,44924,278,300,1,Urban,Y
Male,Yes,0,Not Graduate,No,40419,39281,112,360,1,Rural,Y
Male,Yes,2,Graduate,No,36217,58720,106,360,1,Semiurban,Y
Male,Yes,3,Graduate,No,99500,50454,215,240,1,Urban,Y
Male,Yes,0,Graduate,No,46690,11660,275,180,0,Urban,N
Female,Yes,1,Graduate,No,40624,40236,104,480,1,Urban,Y
Male,Yes,2,Not Graduate,Yes,77234,9755,50,480,1,Urban,Y
Female,No,1,Graduate,No,76314,7833,273,300,1,Rural,Y
Male,Yes,0,Not Graduate,No,75185,7943,340,360,0,Urban,N
Female,Yes,1,Not Graduate,Yes,82074,55924,224,180,1,Rural,Y
Male,Yes,0,Graduate,No,103210,25565,104,360,1,Urban,Y
Female,No,0,Graduate,No,89718,3907,300,300,1,Semiurban,Y
Female,Yes,2,Graduate,No,16855,22235,78,300,1,Semiurban,Y
Male,No,2,Graduate,No,82328,2440,346,240,1,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,103920,42518,116,120,1,Rural,Y
Male,Yes,0,Graduate,No,25937,7482,304,360,1,Urban,Y
Male,Yes,2,Not Graduate,No,54498,7916,344,360,1,Rural,Y
Male,No,1,Graduate,Yes,30512,12411,262,240,1,Urban,Y
Male,No,0,Graduate,No,92273,6162,130,120,1,Urban,Y
Male,No,2,Graduate,No,102898,13228,293,360,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,35593,47002,305,360,1,Rural,Y
Female,Yes,0,Graduate,Yes,81494,6270,235,360,0,Semiurban,N
Female,No,2,Graduate,No,116413,2444,292,300,1,Rural,Y
Male,Yes,0,Graduate,No,117533,58332,282,120,1,Rural,Y
Male,Yes,0,Graduate,Yes,42841,47277,277,360,1,Urban,Y
Female,Yes,0,Graduate,No,66079,57008,152,300,1,Semiurban,Y
Female,Yes,1,Graduate,No,35338,25384,241,180,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,29891,7281,288,300,1,Urban,Y
Female,Yes,2,Graduate,No,34273,37887,333,360,1,Rural,Y
Female,No,0,Graduate,No,13901,11960,269,360,1,Urban,Y
Male,No,1,Graduate,No,12665,6844,72,120,1,Rural,Y
Male,Yes,1,Not Graduate,No,24844,29651,303,240,1,Urban,Y
Female,No,0,Graduate,No,23892,260,295,360,1,Semiurban,Y
Male,No,1,Graduate,No,36241,12941,239,360,1,Urban,Y
Male,Yes,2,Graduate,No,110682,17680,327,360,1,Semiurban,Y
Female,No,0,Not Graduate,No,18758,1818,246,300,1,Urban,Y
Male,Yes,2,Graduate,No,30141,21949,172,360,1,Semiurban,Y
Male,No,2,Graduate,No,78003,11144,266,240,1,Urban,Y
Female,Yes,2,Graduate,No,81842,58946,199,300,1,Semiurban,Y
Male,Yes,3,Graduate,No,35437,18898,89,180,1,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,66596,44721,327,480,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,80107,42249,221,300,1,Semiurban,Y
Female,Yes,2,Graduate,No,72031,19928,340,180,1,Urban,Y
Female,Yes,1,Graduate,No,31443,23142,195,300,1,Rural,Y
Female,Yes,0,Graduate,No,116131,10058,132,240,1,Urban,Y
Male,Yes,1,Graduate,No,99235,20771,226,180,1,Rural,Y
Female,Yes,0,Not Graduate,No,72036,20985,129,120,1,Rural,Y
Female,Yes,0,Not Graduate,No,110849,37599,125,360,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,84215,7659,207,120,1,Urban,Y
Female,Yes,0,Graduate,No,41116,51202,192,240,1,Rural,Y
Male,No,1,Graduate,No,79050,918,234,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,85535,5740,160,360,1,Rural,Y
Female,Yes,2,Not Graduate,No,66289,9146,350,360,1,Urban,Y
Female,Yes,3,Not Graduate,Yes,65668,41864,189,300,1,Semiurban,Y
Male,Yes,2,Graduate,No,119845,54149,204,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,95958,54672,291,180,1,Urban,Y
Male,Yes,2,Graduate,Yes,48335,32312,84,360,1,Semiurban,Y
Female,No,1,Graduate,No,27674,6114,312,360,1,Urban,Y
Male,Yes,1,Graduate,No,18932,17869,234,300,0,Urban,N
Female,Yes,1,Graduate,No,94317,12009,98,360,1,Urban,Y
Female,No,2,Graduate,No,102222,5939,99,360,1,Urban,Y
Male,Yes,1,Graduate,No,33368,6712,161,240,1,Urban,Y
Male,Yes,3,Graduate,Yes,14277,31425,228,300,1,Rural,Y
Female,Yes,0,Graduate,Yes,28870,56152,122,360,1,Urban,Y
Male,Yes,2,Graduate,Yes,75472,49632,270,120,1,Rural,Y
Male,Yes,3,Graduate,No,13346,49450,99,360,0,Urban,N
Male,Yes,1,Graduate,No,48356,37994,228,300,0,Rural,N
Male,Yes,0,Not Graduate,No,81315,14221,148,480,1,Rural,Y
Male,No,0,Graduate,No,104767,7777,237,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,41825,26711,107,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,22780,21503,302,180,1,Semiurban,Y
Female,Yes,2,Graduate,No,68093,12372,85,360,0,Rural,N
Female,Yes,3,Graduate,Yes,69417,34253,93,180,1,Semiurban,Y
Male,No,3,Graduate,No,38094,5548,152,360,0,Urban,N
Female,No,0,Graduate,No,47779,12391,254,300,1,Rural,Y
Female,Yes,0,Graduate,Yes,76138,32589,168,360,1,Urban,Y
Male,No,1,Graduate,No,91244,11128,217,240,1,Urban,Y
Male,Yes,1,Graduate,No,50477,43390,304,300,1,Urban,Y
Male,No,0,Graduate,No,62283,7374,211,360,1,Urban,Y
Male,Yes,3,Graduate,No,76419,28225,118,300,1,Rural,Y
Female,Yes,2,Graduate,No,32487,33206,78,300,1,Rural,Y
Female,No,0,Graduate,No,28803,13712,237,300,1,Urban,Y
Female,Yes,1,Not Graduate,No,19398,43335,175,240,1,Semiurban,Y
Male,No,0,Graduate,No,16899,7551,266,360,0,Urban,N
Female,Yes,3,Graduate,No,87043,6404,300,180,1,Urban,Y
Female,Yes,0,Not Graduate,No,95288,55530,88,360,1,Urban,Y
Male,Yes,1,Not Graduate,No,24053,47035,346,180,1,Urban,Y
Female,Yes,0,Graduate,No,78144,52699,203,300,1,Urban,Y
Female,Yes,1,Graduate,No,14438,41146,314,360,1,Urban,Y
Female,Yes,1,Not Graduate,No,68849,37101,80,360,1,Urban,Y
Male,No,2,Not Graduate,No,20444,10386,154,360,1,Urban,Y
Male,Yes,1,Graduate,Yes,37154,1815,175,360,1,Semiurban,Y
Female,Yes,3,Graduate,No,15819,16934,192,360,1,Rural,Y
Female,No,0,Not Graduate,No,51056,14207,82,480,1,Urban,Y
Male,Yes,2,Not Graduate,No,86838,48134,306,480,1,Rural,Y
Female,Yes,0,Graduate,No,53079,21580,349,360,0,Semiurban,N
Female,Yes,0,Graduate,No,65526,16666,78,300,1,Rural,Y
Female,Yes,1,Graduate,No,114796,9496,235,300,1,Urban,Y
Male,No,2,Not Graduate,No,115389,11003,172,240,1,Semiurban,Y
Female,No,2,Graduate,No,69986,6364,54,480,1,Rural,Y
Female,Yes,3,Not Graduate,No,33001,28760,212,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,108592,27063,220,360,0,Rural,N
Male,Yes,1,Graduate,No,118617,35895,217,300,1,Urban,Y
Male,Yes,2,Graduate,No,94352,20024,210,360,1,Urban,Y
Male,No,2,Not Graduate,No,74700,14311,118,240,1,Rural,Y
Female,Yes,1,Graduate,No,86762,14711,60,480,0,Semiurban,N
Male,No,3,Graduate,No,34119,815,255,360,1,Urban,Y
Female,Yes,1,Graduate,No,113365,29734,303,180,1,Urban,Y
Female,Yes,1,Graduate,No,90654,14127,194,360,1,Urban,Y
Male,Yes,3,Graduate,No,44547,24224,348,360,1,Urban,Y
Male,No,3,Graduate,No,62265,11607,266,360,1,Urban,Y
Male,Yes,3,Graduate,No,91478,43960,73,120,1,Urban,Y
Female,Yes,0,Not Graduate,Yes,35510,17058,136,360,0,Rural,N
Male,Yes,2,Graduate,No,53060,2894,115,300,0,Urban,N
Female,No,0,Not Graduate,No,111819,4321,314,300,0,Urban,N
Female,No,0,Not Graduate,No,116624,7208,77,240,1,Urban,Y
Female,Yes,2,Graduate,No,76868,2673,276,300,1,Semiurban,Y
Female,Yes,2,Graduate,No,38703,56896,195,240,1,Semiurban,Y
Female,Yes,2,Graduate,No,12540,34472,342,240,0,Urban,N
Female,Yes,3,Graduate,No,101212,7994,251,300,0,Urban,N
Female,Yes,0,Not Graduate,No,71513,41179,187,360,1,Rural,Y
Female,Yes,2,Graduate,No,86600,8475,158,360,0,Urban,Y
Male,No,1,Graduate,Yes,45444,2916,172,480,0,Urban,N
Male,Yes,2,Graduate,No,97729,10101,111,240,0,Semiurban,Y
Female,No,1,Graduate,Yes,60163,8399,152,300,0,Semiurban,N
Female,Yes,1,Graduate,No,94665,27919,97,120,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,96833,34385,92,240,1,Rural,Y
Female,Yes,3,Graduate,No,44591,34281,268,240,1,Urban,Y
Male,Yes,1,Graduate,No,106412,37255,179,300,1,Rural,Y
Male,Yes,2,Graduate,No,63505,2966,92,300,1,Urban,Y
Female,No,1,Not Graduate,No,118169,3066,158,240,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,97957,31268,285,360,0,Rural,N
Female,Yes,2,Graduate,No,102478,44243,252,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,39424,31530,124,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,27264,10885,128,360,1,Semiurban,Y
Male,No,1,Graduate,No,63345,834,220,120,1,Semiurban,Y
Female,No,2,Graduate,No,50112,606,299,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,84516,4162,187,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,33146,18875,148,300,1,Semiurban,Y
Female,No,3,Graduate,No,50455,11845,249,480,0,Semiurban,N
Female,No,2,Not Graduate,No,49022,11316,94,360,1,Urban,Y
Female,Yes,1,Not Graduate,No,39450,36492,74,480,1,Urban,Y
Male,Yes,3,Graduate,No,56267,28221,108,360,1,Urban,Y
Female,No,2,Not Graduate,No,85010,4382,127,360,0,Semiurban,N
Male,No,3,Graduate,No,111059,1817,104,360,1,Rural,Y
Male,No,0,Graduate,No,38920,14925,235,240,1,Semiurban,Y
Female,No,0,Graduate,No,30058,2014,153,300,1,Rural,Y
Male,No,1,Graduate,No,46867,6101,262,300,1,Urban,Y
Female,No,0,Graduate,No,72129,13965,314,360,1,Urban,Y
Male,No,2,Graduate,Yes,56342,5157,255,480,1,Urban,Y
Male,Yes,1,Not Graduate,Yes,94786,46751,316,480,1,Rural,Y
Female,No,0,Graduate,No,81178,10000,125,360,1,Urban,Y
Female,Yes,3,Not Graduate,No,37859,57735,204,180,1,Urban,Y
Male,Yes,1,Graduate,No,52927,34166,224,360,1,Urban,Y
Female,Yes,2,Graduate,No,26475,47971,80,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,108581,341,282,300,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,100137,9173,243,360,1,Urban,Y
Male,No,1,Graduate,No,66008,1342,97,180,0,Semiurban,N
Female,Yes,2,Graduate,No,114082,25872,185,360,1,Rural,Y
Female,No,1,Graduate,No,75539,11651,284,180,1,Rural,Y
Male,Yes,1,Graduate,No,85272,24204,110,360,1,Urban,Y
Female,Yes,0,Graduate,No,51748,19266,298,120,1,Rural,Y
Female,Yes,3,Not Graduate,No,119364,48474,300,120,1,Urban,Y
Male,Yes,1,Graduate,No,114413,24727,293,360,0,Urban,N
Male,Yes,1,Graduate,No,107402,21313,95,360,1,Semiurban,Y
Male,No,0,Graduate,No,70077,12057,192,360,0,Semiurban,N
Female,Yes,0,Graduate,No,93094,35509,345,360,0,Semiurban,N
Female,Yes,0,Graduate,No,14486,18019,155,240,1,Rural,Y
Female,Yes,1,Graduate,No,76418,56490,61,300,1,Urban,Y
Female,Yes,0,Not Graduate,No,49401,9439,143,240,1,Urban,Y
Female,Yes,0,Not Graduate,No,105493,3833,202,300,1,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,43407,49291,350,240,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,15788,26705,169,480,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,65313,29227,92,360,1,Rural,Y
Male,Yes,3,Not Graduate,No,67542,59735,334,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,47822,39181,178,360,1,Urban,Y
Male,Yes,1,Graduate,No,85804,4583,203,180,1,Rural,Y
Female,No,0,Graduate,No,101404,5613,183,480,1,Urban,Y
Female,Yes,1,Graduate,Yes,102681,8763,51,360,1,Urban,Y
Male,Yes,3,Graduate,No,82533,5318,89,360,0,Rural,N
Female,Yes,1,Not Graduate,No,58919,25346,140,360,0,Rural,N
Male,Yes,3,Graduate,No,14592,49703,193,360,1,Urban,Y
Female,No,0,Not Graduate,No,16822,4599,302,480,1,Urban,Y
Male,No,1,Graduate,No,77578,8093,137,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,86698,56064,166,360,1,Urban,Y
Male,No,2,Graduate,No,85415,14468,282,120,1,Semiurban,Y
Male,No,0,Not Graduate,No,27953,11143,315,300,1,Rural,Y
Male,Yes,3,Graduate,No,63361,12753,221,180,1,Urban,Y
Male,No,1,Graduate,No,33558,5394,209,180,1,Urban,Y
Female,No,1,Graduate,No,44821,4049,105,300,0,Rural,N
Female,Yes,0,Graduate,No,69478,50075,98,360,1,Urban,Y
Male,No,1,Not Graduate,No,114583,2089,81,480,1,Urban,Y
Female,Yes,2,Graduate,No,61998,26324,99,360,1,Rural,Y
Male,Yes,1,Graduate,No,25274,22257,63,300,1,Urban,Y
Male,Yes,2,Graduate,No,87132,8256,310,240,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,88614,28563,312,480,1,Urban,Y
Male,Yes,0,Graduate,No,13059,33926,350,360,1,Urban,Y
Male,Yes,0,Graduate,No,114926,4482,224,240,1,Semiurban,Y
Female,Yes,0,Graduate,No,92753,19636,264,300,1,Rural,Y
Male,Yes,3,Graduate,No,73149,40889,159,240,1,Rural,Y
Female,No,1,Graduate,No,12881,5944,55,180,1,Urban,Y
Female,Yes,1,Not Graduate,No,15890,13049,151,240,1,Urban,Y
Male,Yes,1,Graduate,Yes,46313,59680,101,120,1,Urban,Y
Male,Yes,0,Graduate,No,60804,43313,137,480,0,Rural,N
Female,No,0,Graduate,No,116188,3107,148,360,1,Urban,Y
Female,No,0,Graduate,No,36785,13999,324,240,1,Urban,Y
Female,No,3,Not Graduate,No,39425,11916,91,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,77350,34006,287,240,1,Semiurban,Y
Female,No,1,Graduate,No,115628,9567,68,240,0,Semiurban,Y
Male,Yes,0,Not Graduate,No,61034,16680,331,180,1,Urban,Y
Female,Yes,0,Graduate,No,71133,30641,271,300,0,Urban,N
Female,Yes,1,Graduate,Yes,22802,19301,306,360,1,Rural,Y
Male,Yes,0,Graduate,No,37774,44243,218,240,1,Rural,Y
Female,Yes,1,Graduate,No,105871,48484,328,480,1,Urban,Y
Female,No,1,Graduate,No,97892,194,291,360,0,Rural,N
Female,Yes,2,Graduate,No,88939,51509,332,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,39470,28749,280,360,1,Urban,Y
Male,Yes,2,Graduate,No,58486,22270,165,300,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,32144,21643,340,360,1,Semiurban,Y
Female,No,0,Graduate,No,36685,7778,105,300,0,Semiurban,N
Female,Yes,0,Graduate,Yes,102311,39542,300,120,1,Rural,Y
Female,Yes,0,Graduate,Yes,19530,24159,315,120,1,Rural,Y
Female,Yes,0,Graduate,No,21012,25493,155,180,1,Semiurban,Y
Female,Yes,1,Graduate,No,105948,44881,284,240,1,Urban,Y
Male,No,1,Graduate,No,86609,14405,301,300,1,Semiurban,Y
Female,Yes,3,Graduate,No,115854,19493,250,360,0,Urban,N
Male,Yes,1,Graduate,No,98386,12022,341,180,1,Urban,Y
Male,Yes,1,Graduate,No,103494,47614,161,480,1,Rural,Y
Male,No,0,Graduate,No,54731,6719,280,240,1,Urban,Y
Male,Yes,2,Graduate,No,109774,26171,149,300,1,Urban,Y
Male,Yes,2,Graduate,Yes,83883,43058,174,360,1,Semiurban,Y
Female,No,0,Graduate,Yes,50554,2034,323,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,16514,58503,322,240,1,Rural,Y
Male,Yes,0,Graduate,Yes,113241,24732,153,480,1,Urban,Y
Male,Yes,0,Graduate,No,101123,43840,82,240,0,Rural,N
Male,No,0,Graduate,No,54294,9208,147,360,0,Urban,N
Female,Yes,0,Graduate,No,64709,42860,211,120,1,Urban,Y
